feature	experiment 1	experiment 2	experiment 3	experiment 4	experiment 5	experiment 6	experiment 7	experiment 8	experiment 9	experiment 10	experiment 11	experiment 12	experiment 13	experiment 14	experiment 15	experiment 16	experiment 17	experiment 18	experiment 19	experiment 20	experiment 21	experiment 22	experiment 23	experiment 24	experiment 25	experiment 26	experiment 27	experiment 28	experiment 29	experiment 30	experiment 31	experiment 32	experiment 33	experiment 34	experiment 35	experiment 36	experiment 37	experiment 38	experiment 39	experiment 40	experiment 41	experiment 42	experiment 43	experiment 44	experiment 45	experiment 46	experiment 47	experiment 48	experiment 49
FUT10	0.237	-0.120	-0.415	-0.184	0.445	-0.265	0.034	-0.020	-0.261	-0.196	-0.406	-0.030	-0.036	-0.220	0.151	-0.117	0.124	-0.360	-0.647	-0.213	-0.257	0.218	-0.012	0.061	-0.065	-0.165	-0.180	0.177	-0.079	-0.610	-0.216	0.286	-0.466	-1.228	0.074	-1.520	0.093	-1.333	-0.958	-0.174	-1.086	-0.085	-0.092	0.757	0.005	-0.450	-0.088	-0.415	-0.443
SSTR5	0.553	0.349	0.315	0.299	0.224	0.223	0.190	0.404	0.316	0.402	0.362	0.046	0.197	0.196	0.124	0.414	-0.150	0.292	0.133	0.206	0.414	-0.170	0.085	0.402	0.344	0.226	0.367	0.438	0.245	0.203	0.224	0.069	0.306	1.010	0.376	1.015	1.155	0.387	0.427	-0.129	-0.080	0.215	0.582	0.558	0.547	0.767	-0.004	0.271	-1.030
CLDN17	0.806	0.263	0.346	0.465	0.143	0.177	0.889	1.105	0.431	0.323	0.288	0.492	0.279	0.205	0.694	0.701	0.139	0.646	0.484	0.433	0.863	0.410	0.153	-0.335	0.357	0.457	-0.092	0.502	0.505	0.665	0.427	0.787	0.210	0.558	0.265	-1.289	1.189	1.589	1.064	0.521	1.207	1.490	1.109	-0.033	1.193	0.741	-0.106	0.490	1.171
SMARCC2	0.196	0.364	-0.031	0.403	-0.091	0.532	0.051	0.121	0.302	0.067	0.561	0.360	0.585	0.384	-0.177	0.367	0.440	0.327	0.014	0.296	0.070	1.141	0.857	0.414	0.336	0.313	0.115	0.169	0.275	0.726	0.592	0.591	0.471	-0.005	0.770	0.575	-0.449	-0.230	0.255	0.538	-0.284	-0.722	0.238	0.007	-0.330	-0.328	0.412	0.075	-0.138
GGTLA1	0.755	1.883	2.135	1.445	1.813	2.240	2.556	0.595	1.789	2.912	1.140	0.713	3.005	1.520	-0.348	1.474	0.693	1.022	0.624	0.578	0.091	2.859	3.121	1.627	1.222	1.747	3.092	1.488	3.067	2.220	1.191	1.288	2.891	0.769	1.179	3.040	0.280	0.516	1.079	1.670	-0.198	0.919	1.268	0.030	1.005	1.109	1.515	1.002	1.218
COIL	-0.112	0.228	0.202	0.376	0.015	-0.404	-0.107	-0.297	-0.216	0.302	-0.100	-0.256	-0.127	-0.093	0.195	0.208	-0.586	-0.146	-1.184	0.024	-0.406	-0.314	-0.394	-0.306	-0.167	-0.457	-0.032	0.171	-0.084	-0.105	-0.090	-0.178	-0.443	-0.167	-0.064	-1.170	-0.357	-1.167	-0.364	-0.453	-1.106	-0.242	-0.439	-0.269	-0.748	-0.814	-0.136	-0.484	-1.095
ZMYND12	3.782	3.432	2.127	2.988	2.806	2.164	3.362	5.612	1.920	3.392	4.054	3.751	2.419	2.616	3.950	3.517	3.054	3.722	1.853	3.303	1.917	1.503	2.317	3.744	2.500	3.960	3.595	4.667	2.258	2.368	1.916	1.351	2.735	3.333	3.529	0.910	-0.001	1.876	3.135	2.798	2.058	4.469	3.376	4.451	3.493	2.893	3.205	2.713	3.135
ATP1B1	3.011	2.421	2.387	2.197	2.591	2.910	2.629	1.768	2.857	3.023	2.998	2.989	1.943	2.344	3.392	2.701	3.029	2.816	2.807	2.723	2.750	3.235	2.863	3.385	2.026	2.074	2.140	2.111	2.573	2.174	2.594	1.903	1.829	3.210	2.665	1.895	2.679	3.322	3.196	2.744	2.094	3.857	2.944	2.834	2.688	3.385	2.187	3.433	0.435
FZD5	0.317	0.781	0.005	0.038	0.185	-0.044	0.040	-0.023	1.415	0.291	-0.664	0.171	0.332	0.378	-1.123	0.447	0.891	0.829	-1.443	0.657	0.439	0.865	0.020	0.774	0.453	0.968	0.079	-1.181	0.682	0.280	0.541	0.424	0.762	0.559	0.615	-0.734	-2.320	-0.835	-1.328	2.033	-2.073	-0.664	0.596	-0.254	-1.113	-1.366	0.722	-1.670	-0.465
HSBP1	-0.128	0.348	1.218	0.980	0.801	-0.015	0.722	1.345	0.090	0.078	0.235	0.704	0.120	0.057	0.939	0.441	0.055	0.322	0.190	0.292	1.162	0.237	0.176	0.532	0.108	0.181	0.437	0.741	0.384	-0.048	0.240	0.795	0.069	0.621	0.348	0.030	0.901	0.914	0.791	0.349	0.992	2.102	0.885	1.299	1.504	1.000	0.487	1.335	0.232
C4orf6	3.043	3.232	4.158	1.115	0.897	1.836	1.957	0.064	1.046	3.199	3.408	2.645	3.198	2.980	1.014	1.212	2.728	3.181	-0.624	2.734	4.439	-0.097	2.370	2.796	2.318	1.748	2.980	0.560	3.042	1.851	1.494	3.923	0.559	2.710	4.144	2.280	-0.032	-0.262	-0.379	2.114	-0.287	-0.341	0.809	2.863	1.242	-0.621	2.081	-1.185	2.843
MYST2	-0.535	-0.294	-0.831	-0.553	-0.032	-0.699	-0.535	-1.252	0.046	-0.104	-0.122	-0.479	-0.126	-0.116	0.165	-0.400	-0.256	-0.307	-0.477	-0.072	-1.405	-0.722	-0.283	-0.412	0.025	-0.488	-0.090	-0.664	-0.297	-0.007	-0.343	-0.685	0.065	-0.856	-0.395	-1.696	-0.693	-0.457	0.077	-0.578	-0.920	-0.667	-0.990	-1.129	-1.106	-1.078	-0.306	-1.070	-2.327
TMEM177	-0.152	-0.966	-0.180	-0.155	0.116	-0.783	0.073	0.280	-0.740	-0.923	-0.942	-0.710	-0.668	-0.931	-0.662	-0.616	-0.511	-0.599	-1.377	-0.369	-0.426	0.026	-0.809	-1.047	-0.657	-0.718	-0.290	-0.586	-1.595	-0.918	-0.593	-0.038	-1.290	-0.311	-0.609	-0.027	0.019	-1.027	-0.349	0.766	-0.346	0.076	-0.067	0.838	-1.611	-1.022	-0.482	-0.888	0.031
KRT20	-0.034	-0.209	-0.241	-0.102	2.598	-0.230	-0.265	-0.426	-0.543	-0.263	-0.242	-0.197	0.264	-0.355	0.034	-0.789	-0.261	-0.765	-0.147	0.015	1.270	-0.125	-0.769	-0.868	-0.352	-0.590	-0.877	-0.237	-0.549	-0.086	-0.119	-0.035	-0.513	-0.357	-0.426	1.434	0.179	0.053	-1.061	-0.226	1.779	0.412	0.432	-0.251	-0.732	0.350	-0.240	-1.304	-0.033
LCE3D	-0.007	-0.009	0.078	0.142	-0.250	0.066	0.101	0.273	-0.897	-0.576	0.142	0.145	0.115	0.158	0.287	-0.455	0.237	0.359	0.208	0.222	0.592	0.065	-0.160	0.309	-0.038	-0.030	-0.523	-0.314	0.118	0.025	0.263	0.009	0.120	0.423	0.170	-0.233	-0.097	-0.349	0.350	0.071	-0.692	0.520	0.422	-1.300	1.172	0.376	0.048	0.525	-1.868
CETP	1.595	1.833	1.396	0.979	2.075	1.778	0.837	2.994	0.859	1.881	1.745	1.214	1.837	1.410	-0.160	1.648	2.893	0.103	0.342	1.688	-0.905	-0.374	1.827	1.607	2.082	3.377	2.334	0.159	2.247	2.295	1.093	1.269	1.684	0.969	2.086	-0.253	0.453	-0.143	0.423	1.865	0.021	0.831	-0.069	2.280	0.846	1.194	1.718	-0.005	0.622
LOC440248	-1.474	-0.312	-0.179	-1.117	-0.472	-0.144	-0.810	-1.984	-0.935	-0.905	-0.249	-1.139	-0.361	0.036	-0.681	-0.964	-0.776	-0.897	-1.569	-0.691	-0.814	-1.021	-0.359	-1.240	-0.910	-0.153	-0.435	-0.773	-0.147	-0.006	-1.082	-0.778	0.593	-0.975	-1.298	1.563	-3.486	-4.700	-3.510	-1.435	-5.766	-4.056	-0.756	-1.187	-3.660	-3.787	-0.617	-1.562	-0.577
HOXA6	0.248	0.011	-0.684	0.171	-0.250	0.194	0.134	0.533	0.273	-0.117	0.356	0.343	0.160	0.074	0.028	-0.362	0.357	0.337	-0.011	0.417	0.060	0.329	0.248	0.176	-0.003	0.657	-0.042	-0.003	0.126	0.035	0.382	0.173	0.253	0.083	0.711	-0.325	0.454	0.187	0.171	0.547	-1.002	0.015	0.064	0.263	0.266	0.025	-0.022	-0.346	-0.169
FAM36A	1.295	0.679	-0.347	0.075	0.123	1.074	0.603	0.115	0.935	0.535	0.450	0.435	0.028	0.563	0.916	0.324	0.923	0.213	-1.130	1.280	0.605	-0.127	0.239	0.305	0.623	0.775	0.750	0.132	0.391	0.346	0.131	-0.120	-0.341	1.179	0.241	-0.398	0.616	0.548	1.099	0.349	1.223	1.092	0.702	0.717	0.981	0.568	0.658	0.332	0.581
APBB3	0.313	0.552	-0.230	0.201	-0.163	1.001	-0.267	0.010	0.606	0.858	0.451	1.167	0.477	0.998	0.220	-0.165	0.469	1.179	0.517	0.539	0.398	0.029	-0.038	0.220	0.804	0.682	0.516	0.469	0.135	0.892	0.336	0.512	0.898	0.165	0.181	1.083	-0.756	-0.462	-0.322	0.247	-0.572	-0.780	-0.021	-0.030	-0.121	-0.920	0.218	-0.043	1.010
PSMD9	-0.343	0.414	0.270	0.516	0.172	0.051	-0.288	1.975	0.059	-0.033	0.156	0.150	-0.002	-0.076	-0.057	0.344	-0.043	0.191	-0.049	-0.035	0.554	0.303	-0.121	-0.255	0.108	0.047	0.698	-0.142	0.138	0.343	0.533	0.495	-0.020	-0.239	0.272	-0.438	0.529	0.292	0.015	0.061	-0.688	0.462	-0.045	0.156	0.128	0.536	-0.407	0.234	-0.834
PEX3	0.845	0.697	1.091	0.859	-0.141	0.215	0.772	0.991	0.315	0.781	0.618	1.470	-0.325	0.696	1.828	0.967	0.672	-0.057	0.028	0.729	0.434	-0.267	0.656	0.702	0.296	1.121	0.943	0.778	0.848	0.511	0.007	1.527	0.378	0.480	1.167	-0.058	2.703	0.653	1.762	1.175	1.008	2.521	2.151	1.630	1.117	0.403	0.929	0.700	1.056
MC1R	-3.526	-1.707	-2.634	-2.278	-1.621	-0.983	-2.268	-1.270	-2.639	-2.349	-2.000	-2.922	-1.676	-1.677	-0.793	-2.514	-2.104	-1.761	-0.857	-2.771	0.268	-0.983	-1.752	-2.569	-2.017	-1.753	-2.941	-0.805	-1.780	-2.317	-1.811	-2.413	-1.874	-1.310	-2.937	-0.199	-2.890	-3.920	-4.300	-3.583	-3.249	-2.422	-2.258	-3.825	-2.156	-3.200	-2.144	-1.495	-3.099
LDLR	-3.202	-3.899	-3.134	-3.228	-4.285	-2.918	-2.817	-3.548	-3.113	-4.296	-3.127	-3.514	-3.084	-3.351	-1.391	-3.377	-3.821	-4.000	-1.797	-2.909	-3.380	-2.374	-2.485	-3.790	-3.152	-3.559	-3.044	-4.407	-3.910	-3.473	-3.396	-3.750	-3.374	-3.400	-3.177	-3.641	-2.492	1.471	-3.573	-3.720	-0.147	-3.791	-3.574	-3.787	-0.760	-1.288	-2.940	-0.651	-2.789
SYPL2	0.409	0.113	0.312	0.505	0.865	1.113	0.835	2.119	0.114	0.140	0.384	0.979	0.461	0.151	0.949	0.289	0.459	0.353	0.631	0.069	0.395	0.819	0.102	0.161	-0.045	0.405	0.672	0.975	0.218	0.210	0.660	0.203	0.523	0.417	0.654	-1.382	1.730	0.130	1.940	0.655	-0.537	2.417	0.092	1.770	0.799	1.321	0.068	0.830	-3.062
MED28	0.426	-0.460	0.176	0.204	-0.664	-0.603	-0.007	0.790	-0.278	-0.403	-0.442	0.121	-0.749	-0.578	0.729	0.267	-0.283	-0.296	0.702	-0.260	0.428	-0.551	-0.550	-0.024	-0.294	-0.274	-0.308	0.027	0.003	-0.347	-0.506	0.243	-0.753	0.388	-0.150	-0.084	2.065	1.611	1.684	-0.619	1.413	0.557	0.443	1.210	1.912	0.959	-0.496	1.671	0.532
NTN1	-0.634	-0.225	-0.198	0.344	-0.529	-0.175	0.326	0.424	-0.299	-0.970	-0.405	0.018	-0.453	-0.658	2.555	-0.187	0.060	-0.325	1.969	-0.433	-0.316	0.398	-0.087	0.157	-0.244	-0.631	-0.807	-0.561	-0.281	-0.210	-0.007	-0.372	-0.207	-0.669	-0.382	-0.771	2.202	2.031	2.318	0.700	1.771	0.506	-0.143	-0.323	1.836	1.755	-0.475	2.040	-0.667
CYLC1	0.162	-0.150	0.462	-0.372	0.212	0.469	-0.189	-0.079	0.251	0.716	0.144	-2.079	-1.174	-0.428	0.255	0.293	0.475	0.465	0.537	0.192	0.409	0.568	0.702	-0.404	0.296	-0.683	0.217	0.750	-0.011	-0.053	-0.233	-0.119	0.196	0.001	0.857	-0.434	2.547	-0.202	-0.591	0.212	1.424	0.032	0.109	0.002	0.932	0.006	-0.235	1.815	1.433
TAS2R41	0.752	1.099	0.395	0.730	-0.339	0.404	0.650	0.953	0.344	0.480	0.279	0.629	0.641	0.502	-0.251	0.593	0.690	0.625	0.579	0.649	0.543	0.245	1.246	0.821	0.797	0.825	0.971	1.340	0.495	0.072	0.445	0.831	0.546	0.800	0.781	1.959	0.779	-0.242	0.877	0.899	-0.547	0.048	-0.279	0.425	0.498	-0.410	0.731	-0.364	NA
C14orf131	-0.652	-0.447	-0.866	-0.917	-0.483	-0.365	-1.078	-1.388	-0.192	-0.207	-0.035	-0.647	-0.347	0.002	0.079	-0.508	-0.172	-0.757	-0.020	-0.356	-1.439	-0.878	-0.681	-0.585	-0.221	0.225	0.103	-0.280	-0.553	-0.411	-1.063	-0.997	-0.013	-1.388	-0.316	-0.491	-1.441	-0.387	-0.508	-0.040	-2.595	-1.261	-0.697	-0.769	-0.624	-0.547	-0.276	-0.528	-0.803
SULT1A1	-0.466	-0.405	-0.581	0.982	-1.405	0.181	-0.079	0.963	-1.236	-0.545	-0.115	-0.361	-0.214	-0.755	0.369	0.175	-1.036	0.297	-0.320	-0.685	0.418	0.456	-0.817	-0.279	0.129	-0.546	-0.672	-0.414	-0.616	-0.052	-0.372	0.051	-0.312	0.058	-0.548	0.682	0.437	0.524	-0.064	0.067	2.297	1.994	-0.635	0.923	0.194	0.873	-0.161	-0.627	-1.674
DMRTC2	-0.134	-0.281	0.180	0.182	0.353	0.051	-0.051	1.125	0.130	0.157	-0.084	0.147	0.340	0.301	0.594	-0.774	-0.445	0.242	0.314	0.364	0.716	-0.026	0.233	0.839	-0.297	-0.446	-0.020	1.020	0.458	0.173	0.365	-0.087	-0.833	-0.014	0.645	1.072	0.878	0.770	0.045	0.194	1.157	0.030	-0.302	1.231	0.020	1.066	-0.526	0.737	2.859
FLJ44635	2.096	1.700	1.859	2.154	1.716	1.649	1.232	1.145	1.266	1.552	2.088	1.607	1.806	1.442	1.363	1.958	1.480	1.437	0.196	1.687	0.473	0.632	1.103	1.458	1.593	1.283	1.724	1.587	1.587	1.590	1.242	1.393	1.717	2.281	1.121	0.978	1.722	0.765	1.137	1.044	1.046	1.800	1.373	2.082	1.475	1.189	1.510	1.744	2.348
CA10	-0.159	-0.054	-0.203	-0.122	-0.587	-0.499	-0.474	-0.046	0.137	0.090	-0.113	-0.011	0.453	-0.190	-0.794	-1.067	0.228	-0.561	0.850	-0.052	-0.097	0.403	-0.026	-0.895	-0.374	-0.963	2.041	1.445	0.314	-0.306	0.004	-0.289	-0.573	-0.526	-0.132	0.387	0.354	4.606	5.330	-0.177	1.651	-0.334	-0.298	-0.066	0.334	4.054	-0.259	2.793	-0.262
LIN7A	1.019	1.622	-0.067	2.129	2.110	-1.217	-0.041	0.004	2.213	1.823	0.407	1.658	1.739	1.432	3.292	1.765	1.060	-0.155	3.503	2.190	-1.552	-1.534	2.033	1.839	1.729	2.515	1.919	1.567	1.420	1.966	1.171	0.773	2.047	-0.581	2.921	-1.045	3.396	3.351	2.719	1.814	3.196	3.277	2.400	3.693	5.020	4.256	1.819	4.592	-0.494
CTF1	0.382	0.091	0.046	0.171	0.320	0.001	0.242	0.661	0.271	0.208	0.117	0.240	0.310	0.087	0.791	0.340	0.021	0.366	0.706	0.286	0.489	0.295	0.088	0.025	0.146	0.090	0.186	0.384	0.116	0.203	0.407	0.234	0.166	0.402	0.231	0.066	0.706	0.873	0.717	0.370	1.135	1.062	0.214	0.197	0.733	1.166	0.015	0.461	-0.683
ART5	0.050	-0.943	-0.825	1.807	-0.316	-0.550	0.289	3.852	-1.200	-0.501	0.310	-1.102	0.602	-1.487	2.394	2.559	-1.192	0.560	3.623	-0.819	-1.686	1.028	-0.113	-1.857	-1.760	-1.631	-0.644	0.535	-1.051	-1.006	0.940	-0.756	-1.252	0.536	0.507	-0.417	1.544	4.618	2.794	-1.006	4.201	-1.171	-1.333	-0.377	3.382	4.388	0.641	4.646	-1.297
ANXA7	0.881	1.162	1.206	1.332	1.501	0.095	1.304	1.800	1.242	1.277	0.566	1.608	0.836	0.896	0.828	1.311	0.746	1.418	1.422	1.426	1.169	1.142	0.907	1.046	0.798	1.095	1.367	2.085	1.473	0.997	1.500	1.511	0.741	1.084	1.279	0.790	1.872	1.248	0.742	1.632	1.904	2.712	1.671	1.898	1.399	2.069	0.930	1.162	1.127
HIST1H2BO	-0.167	-0.228	-0.824	-0.155	0.130	-1.089	0.065	-0.334	0.416	-0.948	-0.388	-1.117	0.129	-0.119	-1.660	0.025	-1.471	-0.256	-1.933	-0.235	-0.552	-0.387	-0.987	-1.067	0.543	-0.543	-1.071	-1.480	-0.849	-0.669	-0.253	-1.446	-0.869	-0.086	-0.042	-1.300	-2.006	-2.148	-3.137	-0.876	-1.650	-1.874	-0.148	-0.926	-0.439	-1.838	-0.807	-1.420	-0.292
ZNF311	0.112	-1.130	-0.545	0.171	-1.015	-1.008	-1.427	-0.915	-1.324	-1.962	-0.085	-0.974	-1.034	-1.369	-3.133	-1.123	-0.905	-0.831	-1.131	-0.853	-0.244	0.333	-0.530	0.128	-0.003	-0.177	-0.342	-0.015	-1.231	-0.256	-0.916	-1.265	0.373	-2.903	-0.214	-0.183	-2.008	-1.508	-1.811	-0.837	-0.837	-2.070	-1.867	-1.387	-1.317	-1.892	-0.561	-1.139	0.046
PEBP4	0.177	0.831	0.551	0.909	0.705	0.592	1.043	0.690	0.540	0.279	0.907	0.551	0.776	0.656	1.060	1.710	0.145	0.274	1.411	1.024	-0.144	1.092	1.525	2.163	0.801	1.889	2.251	0.073	1.389	0.995	0.325	1.089	1.544	0.020	0.520	-0.034	2.180	0.958	1.962	0.923	1.730	2.625	1.847	1.415	0.512	5.091	0.373	3.351	-0.637
ZNF682	-0.509	-0.934	-1.023	-0.726	-1.576	-0.359	-0.788	-0.695	-0.899	-0.871	-0.656	-0.683	-0.441	-1.187	-1.002	-1.284	-0.113	-1.087	-2.017	-0.723	-0.671	-0.887	-0.771	-0.897	-1.127	-0.604	-0.620	0.277	-0.400	-0.967	-0.930	-0.685	-0.966	-0.780	-1.191	-0.225	-0.626	-2.269	-2.068	-0.677	-0.160	-0.348	-0.181	-1.018	-0.116	-1.565	-0.354	-0.650	-0.137
IL17RB	3.559	0.865	1.105	1.811	-0.302	-1.085	3.392	1.335	0.873	1.415	-0.788	2.426	0.823	0.934	-0.709	-0.811	1.343	3.199	-2.222	2.333	-0.452	-2.465	0.403	1.518	0.391	1.623	2.654	0.291	-0.415	-0.287	1.324	2.629	0.201	2.910	-0.323	-1.742	-1.930	-1.730	-1.532	2.173	-1.107	-1.248	1.992	1.743	-1.370	-2.909	0.987	-2.040	-0.140
MICALCL	-1.195	-0.729	-0.515	-1.020	-1.111	-0.210	-0.449	-1.780	-0.573	-0.477	-0.742	-1.389	0.035	0.219	-2.319	-0.358	-1.250	-1.778	0.651	-0.151	-0.619	0.724	0.087	0.420	-0.571	-0.635	-0.321	-0.702	-0.591	-0.711	-0.141	-0.061	-0.593	-1.557	-0.495	0.659	-3.058	-1.436	-2.596	-0.599	-2.029	-1.732	-0.670	-1.748	-2.142	-1.027	-0.552	-1.281	-3.100
EPHX2	3.000	3.009	1.891	2.385	3.140	3.833	2.973	0.962	3.647	3.332	2.729	2.233	1.997	2.997	2.939	2.021	2.840	2.991	2.191	3.612	0.841	1.169	1.999	2.215	3.165	3.380	3.204	2.211	1.366	1.801	2.257	2.127	3.267	1.806	2.962	-0.451	2.278	1.645	3.095	3.040	2.454	3.657	3.012	3.292	3.158	1.680	2.422	2.851	3.296
FOXP4	-0.586	-0.553	-0.195	-0.308	-0.352	-0.745	-0.208	-0.618	-0.343	-0.440	-0.433	-0.569	-0.407	-0.447	-0.306	-0.637	-0.457	-0.612	-0.229	-0.494	-0.282	0.009	-0.555	-0.549	-1.010	-0.860	-0.416	0.031	-0.459	-0.503	-0.448	-0.516	-0.330	-0.570	-0.660	-0.103	-0.356	-0.354	-0.074	-0.390	-0.154	-0.290	-1.030	-0.356	-0.775	-0.465	-0.329	-0.389	0.026
NPAS1	-2.684	-1.852	-2.449	-2.309	-0.231	-2.164	-2.075	-1.620	-1.965	-1.333	-1.306	-1.394	-1.276	-2.041	-2.736	-1.754	-1.579	-2.772	-2.466	-1.821	-2.833	-1.288	-1.188	-1.868	-1.844	-2.135	-1.837	-2.249	-0.951	-0.914	-2.107	-2.718	-1.548	-2.304	-1.649	-0.741	-1.041	-2.377	-2.836	-1.671	-3.413	0.633	-1.642	-0.700	-1.673	-2.183	-2.308	-2.781	-0.422
GIN1	0.185	-0.502	-0.096	0.323	-0.169	-0.081	-0.145	0.294	0.289	0.326	-0.201	0.803	-0.342	-0.455	0.459	0.229	0.427	0.211	-0.172	-0.043	-0.304	-0.995	-0.022	0.064	0.523	0.537	-0.201	0.345	0.200	0.397	-0.136	-0.255	-0.040	0.416	0.450	-0.493	1.179	0.801	0.868	-0.013	0.689	1.267	0.541	0.433	0.608	1.001	-0.015	0.919	-0.067
LRRC4B	0.514	0.013	-0.137	0.199	-0.038	-0.409	-0.073	0.378	-0.256	0.044	-0.040	0.040	-0.213	-0.276	0.269	-0.206	-0.171	0.142	-0.024	0.123	0.573	-0.643	-0.615	0.086	0.018	-0.553	-0.201	-0.412	0.062	0.007	0.234	-0.086	-0.072	0.324	-0.356	-2.248	1.117	1.141	0.300	0.233	0.305	0.643	-0.378	0.082	0.277	0.673	-0.074	-0.203	1.270
SSTR2	0.327	3.240	1.786	2.494	2.055	3.558	2.914	2.280	3.475	2.530	3.035	2.884	3.170	3.086	-0.254	3.502	3.073	2.436	1.336	1.877	0.634	2.750	2.974	3.262	3.556	4.028	3.833	0.373	3.991	3.510	2.209	2.316	3.583	2.622	3.657	3.310	3.044	1.573	1.571	3.774	-0.995	4.082	3.501	5.297	0.577	1.669	2.088	2.288	2.018
CYP2A6	0.029	0.088	0.019	0.300	0.338	-0.212	0.084	0.170	-0.106	0.066	-0.009	0.003	-0.036	0.088	0.336	0.015	-0.407	0.221	0.273	-0.231	0.277	0.392	-0.147	0.102	-0.180	-0.020	0.168	0.061	-0.184	-0.077	0.104	0.028	-0.080	0.182	0.109	1.380	0.482	0.459	0.364	-0.125	0.070	0.660	-0.025	0.321	0.096	0.409	0.166	0.163	0.035
NAPSA	2.688	3.667	1.964	3.912	2.628	2.310	4.317	4.526	2.989	1.107	2.803	4.160	3.780	3.461	0.395	3.996	2.885	3.173	1.042	2.557	0.977	3.410	2.593	4.630	4.361	4.494	3.770	5.021	1.304	2.005	3.269	3.943	3.877	0.998	4.260	4.584	0.964	0.701	0.314	2.825	0.621	2.721	3.996	4.065	1.355	0.989	4.677	1.059	2.538
SYNPO2L	-1.132	-0.772	-0.798	-1.025	-1.265	-0.433	-0.952	-0.811	-0.521	-1.058	-0.773	-1.234	-0.763	-0.516	0.042	-0.869	-0.707	-0.996	-0.452	-0.682	-1.019	-0.721	-0.458	-0.171	-0.468	-0.816	-1.104	-1.236	-0.339	-0.825	-1.278	-1.199	-0.010	-1.042	-1.168	2.234	-0.986	-0.755	-1.140	-0.723	1.265	-1.059	0.297	-0.497	-1.166	-1.228	-0.604	-0.614	-0.698
PRR3	-0.180	-0.237	-0.185	0.029	-0.404	-0.722	-0.310	-0.182	-0.081	-0.075	-0.244	-0.207	-0.285	-0.166	-0.393	-0.287	-0.157	-0.331	-0.201	-0.043	0.068	-0.711	-0.704	-0.801	-0.435	-0.350	-0.520	-0.536	-0.299	0.015	0.004	-0.050	-0.442	-0.333	-0.393	-1.114	-0.016	-0.006	-0.432	0.159	0.111	0.127	-0.273	-0.231	-0.380	-0.321	-0.272	-1.002	-0.518
C22orf9	-0.209	-0.147	-0.600	-0.012	-0.195	-0.134	-0.302	-0.004	-0.387	-0.076	-0.662	-0.881	-0.048	-0.177	-1.483	-0.410	-0.748	-0.407	1.173	-0.630	0.452	0.140	-0.252	0.023	-0.386	-0.689	-0.589	-0.460	-0.873	-0.171	0.196	0.163	-0.461	-1.094	-0.188	-0.075	-1.643	-1.507	-2.013	-0.405	-1.941	-1.550	-1.114	-0.844	-1.864	-0.760	-0.634	-1.515	-0.307
PAGE2B	-2.064	-2.179	-2.554	-2.610	-2.296	-1.669	-2.482	-0.757	-1.991	-3.070	-2.281	-2.704	-1.637	-2.598	-2.191	-1.798	-1.664	-2.131	-3.038	-2.332	-2.021	-2.472	-2.592	-2.235	-2.349	-2.139	-2.038	-2.962	-2.278	-2.100	-1.793	-2.697	-2.244	-1.284	-2.026	-0.250	-3.976	-0.511	-2.883	-4.295	0.594	-2.704	-1.970	-0.870	-1.763	-3.663	-2.151	-2.481	-2.091
KIAA1856	0.115	0.118	0.502	0.389	0.121	0.375	0.643	0.706	0.312	0.188	0.441	0.571	0.374	0.420	0.187	0.597	0.599	0.070	0.367	0.519	0.442	0.926	0.941	0.467	0.126	0.468	-0.538	0.720	0.354	0.532	0.456	0.632	0.257	0.203	0.908	1.219	0.205	0.280	0.452	1.163	0.426	0.223	0.793	0.274	0.568	0.360	0.285	0.480	-0.500
ZNF289	-1.091	-1.048	-1.577	-0.811	-1.046	-1.732	-1.733	-1.369	-0.920	-1.139	-0.994	-1.069	-1.232	-1.078	-1.032	-1.412	-1.625	-1.232	-0.961	-1.003	-1.637	-1.765	-1.261	-1.539	-1.515	-1.673	-1.026	-1.595	-1.611	-0.611	-0.823	-1.321	-1.477	-1.886	-1.535	-2.359	-1.261	-0.647	-0.582	-1.229	-1.671	-1.143	-1.798	-1.782	-1.766	-1.445	-1.665	-1.095	-0.999
SLC7A6	-0.909	-0.826	-0.670	-0.781	-0.550	-0.886	-0.649	-1.032	-0.847	-0.760	-0.540	-0.123	-0.533	-0.529	-0.396	-0.726	-0.517	-0.778	-0.136	-0.361	-0.195	-0.745	-0.960	-0.774	-0.687	-0.657	-1.131	-0.840	-0.672	-0.740	-0.634	-0.423	-0.796	-0.675	-0.659	0.126	-0.966	-0.659	-0.428	-0.723	-0.796	-0.449	-0.283	-1.294	-0.578	-0.822	-0.757	-0.562	-0.845
OGN	-2.297	-1.325	1.272	-1.375	0.750	1.498	2.866	-1.794	-0.910	0.991	-2.484	-1.942	0.144	-2.186	-1.375	-3.175	-3.014	-2.601	-2.301	-2.348	-2.338	2.517	1.825	-0.186	-3.141	-3.104	0.775	-2.376	1.243	-0.319	-1.901	-1.264	1.709	-3.230	-3.118	0.748	-3.040	-1.230	-2.727	-2.254	-1.392	-2.820	-1.436	-2.313	0.937	-2.506	-1.897	-1.108	0.118
